Cell Type	TF/DNase/HistoneMark	Treatment	File accession	AUC	AUPRC	AUPRC Baseline
GM18526	Pol2	None	wgEncodeAwgTfbsSydhGm18526Pol2IggmusUniPk.narrowPeak	0,975301098777294	0,547471106495241	0,00927863145680228
GM18951	NFKB	TNFa	wgEncodeAwgTfbsSydhGm18951NfkbTnfaIggrabUniPk.narrowPeak	0,941896065373336	0,198290115929212	0,00821495129927213
GM18951	Pol2	None	wgEncodeAwgTfbsSydhGm18951Pol2IggmusUniPk.narrowPeak	0,966023870236473	0,595670376854663	0,0139289356165829
GM19099	NFKB	TNFa	wgEncodeAwgTfbsSydhGm19099NfkbTnfaIggrabUniPk.narrowPeak	0,959763370544808	0,16363547542713	0,00446130314005415
GM19099	Pol2	None	wgEncodeAwgTfbsSydhGm19099Pol2IggmusUniPk.narrowPeak	0,948350091665713	0,473370764017165	0,0132608389887127
GM19193	NFKB	TNFa	wgEncodeAwgTfbsSydhGm19193NfkbTnfaIggrabUniPk.narrowPeak	0,967053844731177	0,14118692671423	0,00303720243327824
GM19193	Pol2	None	wgEncodeAwgTfbsSydhGm19193Pol2IggmusUniPk.narrowPeak	0,957867377271123	0,515183198448042	0,0133663279299553
H1-hESC	Bach1	None	wgEncodeAwgTfbsSydhH1hescBach1sc14700IggrabUniPk.narrowPeak	0,952436603475501	0,203260306755338	0,00679964133759978
H1-hESC	BRCA1	None	wgEncodeAwgTfbsSydhH1hescBrca1IggrabUniPk.narrowPeak	0,950789564563002	0,0862294244118526	0,000879074510355498
H1-hESC	CEBPB	None	wgEncodeAwgTfbsSydhH1hescCebpbIggrabUniPk.narrowPeak	0,973389416465198	0,327396967824944	0,0074985055733324
H1-hESC	CHD1	None	wgEncodeAwgTfbsSydhH1hescChd1a301218aIggrabUniPk.narrowPeak	0,946494880418813	0,0565382647444129	0,00134058862829213
H1-hESC	CHD2	None	wgEncodeAwgTfbsSydhH1hescChd2IggrabUniPk.narrowPeak	0,967552972164014	0,253751582023956	0,00310313302155491
H1-hESC	c-Jun	None	wgEncodeAwgTfbsSydhH1hescCjunIggrabUniPk.narrowPeak	0,960741366421563	0,0995186408118544	0,00108565702028904
H1-hESC	c-Myc	None	wgEncodeAwgTfbsSydhH1hescCmycIggrabUniPk.narrowPeak	0,971816477525379	0,176653091114428	0,00228998909947607
H1-hESC	CtBP2	None	wgEncodeAwgTfbsSydhH1hescCtbp2UcdUniPk.narrowPeak	0,950831480637852	0,152298113185048	0,00737103976933085
H1-hESC	GTF2F1	None	wgEncodeAwgTfbsSydhH1hescGtf2f1IggrabUniPk.narrowPeak	0,958486058622942	0,206124465316461	0,00217131404057808
H1-hESC	JunD	None	wgEncodeAwgTfbsSydhH1hescJundIggrabUniPk.narrowPeak	0,949495574941993	0,218363199846711	0,00570958894475896
H1-hESC	MafK	None	wgEncodeAwgTfbsSydhH1hescMafkIggrabUniPk.narrowPeak	0,970228644251917	0,336469357825789	0,00625901051373114
H1-hESC	Max	None	wgEncodeAwgTfbsSydhH1hescMaxUcdUniPk.narrowPeak	0,946810238472445	0,233757347258432	0,00636889482752558
H1-hESC	Mxi1	None	wgEncodeAwgTfbsSydhH1hescMxi1IggrabUniPk.narrowPeak	0,968895137458333	0,217372169267345	0,00370090368859665
H1-hESC	Nrf1	None	wgEncodeAwgTfbsSydhH1hescNrf1IggrabUniPk.narrowPeak	0,992852619979321	0,392230680487387	0,0015823341186399
H1-hESC	Rad21	None	wgEncodeAwgTfbsSydhH1hescRad21IggrabUniPk.narrowPeak	0,980032382204141	0,618408758990153	0,022579028798481
H1-hESC	RFX5	None	wgEncodeAwgTfbsSydhH1hescRfx5200401194IggrabUniPk.narrowPeak	0,849489300278581	0,0285155918855888	0,000953795843735715
H1-hESC	SIN3A	None	wgEncodeAwgTfbsSydhH1hescSin3anb6001263IggrabUniPk.narrowPeak	0,94653831020116	0,363217201145629	0,0172166742853124
H1-hESC	SUZ12	None	wgEncodeAwgTfbsSydhH1hescSuz12UcdUniPk.narrowPeak	0,977584733506035	0,250058015610673	0,00293610886458736
H1-hESC	TBP	None	wgEncodeAwgTfbsSydhH1hescTbpIggrabUniPk.narrowPeak	0,957975186323349	0,392367862281669	0,00959949365308204
H1-hESC	USF2	None	wgEncodeAwgTfbsSydhH1hescUsf2IggrabUniPk.narrowPeak	0,983206523326526	0,365995787903863	0,00327015717852245
H1-hESC	Znf143	None	wgEncodeAwgTfbsSydhH1hescZnf143IggrabUniPk.narrowPeak	0,953047590459669	0,537699453209111	0,0163815535004747
HCT-116	Pol2	None	wgEncodeAwgTfbsSydhHct116Pol2UcdUniPk.narrowPeak	0,954535074507637	0,486788753751351	0,0107027321635782
HCT-116	TCF7L2	None	wgEncodeAwgTfbsSydhHct116Tcf7l2UcdUniPk.narrowPeak	0,898262337222955	0,22365764121798	0,0135597243222336
HEK293	ELK4	None	wgEncodeAwgTfbsSydhHek293Elk4UcdUniPk.narrowPeak	0,896890814494274	0,192983252991058	0,000993354196701713
HEK293	KAP1	None	wgEncodeAwgTfbsSydhHek293Kap1UcdUniPk.narrowPeak	0,817216555911342	0,112045824823609	0,0186803333450543
HEK293	Pol2	None	wgEncodeAwgTfbsSydhHek293Pol2UniPk.narrowPeak	0,991428179787588	0,52859693489988	0,00619307992545448
HEK293	TCF7L2	None	wgEncodeAwgTfbsSydhHek293Tcf7l2UcdUniPk.narrowPeak	0,862994019741193	0,0695423046582602	0,00749411020078062
HEK293-T-REx	ZNF263	None	wgEncodeAwgTfbsSydhHek293tZnf263UcdUniPk.narrowPeak	0,873951722644009	0,236105607114002	0,0243547593093991
HeLa-S3	AP-2alpha	None	wgEncodeAwgTfbsSydhHelas3Ap2alphaUniPk.narrowPeak	0,901188029077387	0,195388384266878	0,0177441189915257
HeLa-S3	AP-2gamma	None	wgEncodeAwgTfbsSydhHelas3Ap2gammaUniPk.narrowPeak	0,897349878770601	0,22965984962131	0,0230405429164176
HeLa-S3	BAF155	None	wgEncodeAwgTfbsSydhHelas3Baf155IggmusUniPk.narrowPeak	0,909466684423456	0,146907682881081	0,00867207004465699
HeLa-S3	BAF170	None	wgEncodeAwgTfbsSydhHelas3Baf170IggmusUniPk.narrowPeak	0,928472308845211	0,0701425052425143	0,00195154541298921
HeLa-S3	BDP1	None	wgEncodeAwgTfbsSydhHelas3Bdp1UniPk.narrowPeak	0,912300929008638	0,00947459251919837	1,45E-04
HeLa-S3	BRCA1	None	wgEncodeAwgTfbsSydhHelas3Brca1a300IggrabUniPk.narrowPeak	0,944826432973401	0,225516757757061	0,00468107176764303
HeLa-S3	BRF1	None	wgEncodeAwgTfbsSydhHelas3Brf1UniPk.narrowPeak	0,830668202157229	9,60E-05	2,64E-05
HeLa-S3	BRF2	None	wgEncodeAwgTfbsSydhHelas3Brf2UniPk.narrowPeak	0,795259424572807	0,00532085365587739	6,15E-05
HeLa-S3	Brg1	None	wgEncodeAwgTfbsSydhHelas3Brg1IggmusUniPk.narrowPeak	0,891548559644159	0,0223766256234599	0,00116916909877281
HeLa-S3	CEBPB	None	wgEncodeAwgTfbsSydhHelas3CebpbIggrabUniPk.narrowPeak	0,935635238615955	0,384807453028333	0,0298841379795351
HeLa-S3	c-Fos	None	wgEncodeAwgTfbsSydhHelas3CfosUniPk.narrowPeak	0,974039805588621	0,246920236941975	0,00476897921867858
HeLa-S3	CHD2	None	wgEncodeAwgTfbsSydhHelas3Chd2IggrabUniPk.narrowPeak	0,945163789727656	0,37714308440653	0,0142981469109322
HeLa-S3	c-Jun	None	wgEncodeAwgTfbsSydhHelas3CjunIggrabUniPk.narrowPeak	0,949771159964985	0,321756110344037	0,015229965891909
HeLa-S3	c-Myc	None	wgEncodeAwgTfbsSydhHelas3CmycUniPk.narrowPeak	0,954464014985791	0,23534463442876	0,00684359506311755
HeLa-S3	COREST	None	wgEncodeAwgTfbsSydhHelas3Corestsc30189IggrabUniPk.narrowPeak	0,91510728805206	0,223705013292404	0,013471816871198
HeLa-S3	E2F1	None	wgEncodeAwgTfbsSydhHelas3E2f1UniPk.narrowPeak	0,986673104258999	0,271530973472338	0,00323499419810823
HeLa-S3	E2F4	None	wgEncodeAwgTfbsSydhHelas3E2f4UniPk.narrowPeak	0,969831506526915	0,197689098231824	0,00250536235451317
HeLa-S3	E2F6	None	wgEncodeAwgTfbsSydhHelas3E2f6UniPk.narrowPeak	0,971110759208215	0,239900382762541	0,00461074580681459
HeLa-S3	ELK1	None	wgEncodeAwgTfbsSydhHelas3Elk112771IggrabUniPk.narrowPeak	0,974264398104157	0,418881513707562	0,00327455255107423
HeLa-S3	ELK4	None	wgEncodeAwgTfbsSydhHelas3Elk4UcdUniPk.narrowPeak	0,962083008490569	0,361064532861332	0,00514258588557966
HeLa-S3	GTF2F1	None	wgEncodeAwgTfbsSydhHelas3Gtf2f1ab28179IggrabUniPk.narrowPeak	0,931200033223793	0,240932182287287	0,0105532894968178
HeLa-S3	HA-E2F1	None	wgEncodeAwgTfbsSydhHelas3Hae2f1UniPk.narrowPeak	0,991011532816997	0,411288428350289	0,00561289074861985
HeLa-S3	Ini1	None	wgEncodeAwgTfbsSydhHelas3Ini1IggmusUniPk.narrowPeak	0,958058205702778	0,178487814205024	0,00759080839691972
HeLa-S3	IRF3	None	wgEncodeAwgTfbsSydhHelas3Irf3IggrabUniPk.narrowPeak	0,98698437712224	0,410003784325113	0,000663701255318401
HeLa-S3	JunD	None	wgEncodeAwgTfbsSydhHelas3JundIggrabUniPk.narrowPeak	0,949783335607934	0,362557449233257	0,0194231513063047
HeLa-S3	MafK	None	wgEncodeAwgTfbsSydhHelas3MafkIggrabUniPk.narrowPeak	0,951266053121357	0,258763521327056	0,00946323710397693
HeLa-S3	Max	None	wgEncodeAwgTfbsSydhHelas3MaxIggrabUniPk.narrowPeak	0,92969033956577	0,354423965299738	0,0217526987587468
HeLa-S3	MAZ	None	wgEncodeAwgTfbsSydhHelas3Mazab85725IggrabUniPk.narrowPeak	0,966530426437232	0,394050241118272	0,0119817855761454
HeLa-S3	Mxi1	None	wgEncodeAwgTfbsSydhHelas3Mxi1af4185IggrabUniPk.narrowPeak	0,948104523972243	0,308721133134328	0,00948521396673582
HeLa-S3	NF-YA	None	wgEncodeAwgTfbsSydhHelas3NfyaIggrabUniPk.narrowPeak	0,968547009360084	0,335419193722546	0,00371408980625198
HeLa-S3	NF-YB	None	wgEncodeAwgTfbsSydhHelas3NfybIggrabUniPk.narrowPeak	0,948726249060549	0,270285239101365	0,00383276486514997
HeLa-S3	Nrf1	None	wgEncodeAwgTfbsSydhHelas3Nrf1IggmusUniPk.narrowPeak	0,973955704046798	0,377844895940812	0,00136256549105102
HeLa-S3	p300	None	wgEncodeAwgTfbsSydhHelas3P300sc584sc584IggrabUniPk.narrowPeak	0,923274474179136	0,261361124403383	0,0175375364815922
HeLa-S3	Pol2(phosphoS2)	None	wgEncodeAwgTfbsSydhHelas3Pol2s2IggrabUniPk.narrowPeak	0,909935156290889	0,325007015443448	0,0111422694187559
HeLa-S3	Pol2	None	wgEncodeAwgTfbsSydhHelas3Pol2UniPk.narrowPeak	0,956122845959151	0,571897799072747	0,0156870846372939
HeLa-S3	PRDM1	None	wgEncodeAwgTfbsSydhHelas3Prdm19115IggrabUniPk.narrowPeak	0,897594092335507	0,0424887050013486	0,00276908470761982
HeLa-S3	Rad21	None	wgEncodeAwgTfbsSydhHelas3Rad21IggrabUniPk.narrowPeak	0,961280215897235	0,520054348267891	0,0177485143640775
HeLa-S3	RFX5	None	wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk.narrowPeak	0,921993905434573	0,255940549344909	0,0124608811842892
HeLa-S3	RPC155	None	wgEncodeAwgTfbsSydhHelas3Rpc155UniPk.narrowPeak	0,919073388745922	0,0567841989892334	0,00213175568761208
HeLa-S3	SMC3	None	wgEncodeAwgTfbsSydhHelas3Smc3ab9263IggrabUniPk.narrowPeak	0,96174052131414	0,486206783842631	0,0186100073842259
HeLa-S3	SPT20	None	wgEncodeAwgTfbsSydhHelas3Spt20UniPk.narrowPeak	0,783944549718784	0,00456353102043107	0,000936214353528605
HeLa-S3	STAT1	IFNg30	wgEncodeAwgTfbsSydhHelas3Stat1Ifng30UniPk.narrowPeak	0,877472063648369	0,162191572323057	0,0142937515383804
HeLa-S3	STAT3	None	wgEncodeAwgTfbsSydhHelas3Stat3IggrabUniPk.narrowPeak	0,933638563218875	0,213636124493403	0,0103994514575055
HeLa-S3	TBP	None	wgEncodeAwgTfbsSydhHelas3TbpIggrabUniPk.narrowPeak	0,912152882255264	0,262245464439893	0,0126015331059461
HeLa-S3	TCF7L2	None	wgEncodeAwgTfbsSydhHelas3Tcf7l2c9b92565UcdUniPk.narrowPeak	0,867147037356304	0,183109181974871	0,019023172404093
HeLa-S3	TCF7L2	None	wgEncodeAwgTfbsSydhHelas3Tcf7l2UcdUniPk.narrowPeak	0,869614462371798	0,0451424804913001	0,00342839059038644
HeLa-S3	TFIIIC-110	None	wgEncodeAwgTfbsSydhHelas3Tf3c110UniPk.narrowPeak	0,935291396401625	0,0729403840271809	0,00178891662857344
HeLa-S3	TR4	None	wgEncodeAwgTfbsSydhHelas3Tr4UniPk.narrowPeak	0,890227567692358	0,0490575018780821	0,00140212384401702
HeLa-S3	USF2	None	wgEncodeAwgTfbsSydhHelas3Usf2IggmusUniPk.narrowPeak	0,954394550639465	0,272428207068597	0,0071468757691902
HeLa-S3	ZKSCAN1	None	wgEncodeAwgTfbsSydhHelas3Zkscan1hpa006672IggrabUniPk.narrowPeak	0,907010835969473	0,0991556363652037	0,00353827490418088
HeLa-S3	Znf143	None	wgEncodeAwgTfbsSydhHelas3Znf143IggrabUniPk.narrowPeak	0,960100482567268	0,30795053205302	0,00395583529659974
HeLa-S3	ZNF274	None	wgEncodeAwgTfbsSydhHelas3Znf274UcdUniPk.narrowPeak	0,904008615005934	0,000182695056653465	8,79E-06
HeLa-S3	ZZZ3	None	wgEncodeAwgTfbsSydhHelas3Zzz3UniPk.narrowPeak	0,855213900217315	0,0101903000352275	0,00019339639227821
HepG2	ARID3A	None	wgEncodeAwgTfbsSydhHepg2Arid3anb100279IggrabUniPk.narrowPeak	0,924680304385542	0,154911657697429	0,0103642884770913
HepG2	BHLHE40	None	wgEncodeAwgTfbsSydhHepg2Bhlhe40cIggrabUniPk.narrowPeak	0,950947836855222	0,22295983264346	0,00662822180808045
HepG2	BRCA1	None	wgEncodeAwgTfbsSydhHepg2Brca1a300IggrabUniPk.narrowPeak	0,986218870365887	0,119539024942107	0,000417560392418861
HepG2	CEBPB	forskolin	wgEncodeAwgTfbsSydhHepg2CebpbForsklnUniPk.narrowPeak	0,972425369331742	0,312946354649035	0,00685678118077288
HepG2	CEBPB	None	wgEncodeAwgTfbsSydhHepg2CebpbIggrabUniPk.narrowPeak	0,977058861377253	0,549294402842895	0,0205571574246633
HepG2	CHD2	None	wgEncodeAwgTfbsSydhHepg2Chd2ab68301IggrabUniPk.narrowPeak	0,97033845773622	0,169573449967743	0,00200428988361054
HepG2	c-Jun	None	wgEncodeAwgTfbsSydhHepg2CjunIggrabUniPk.narrowPeak	0,971476918091617	0,292245214969186	0,0057403565526214
HepG2	COREST	None	wgEncodeAwgTfbsSydhHepg2Corestsc30189IggrabUniPk.narrowPeak	0,954514826733282	0,122932568705072	0,00243064102113295
HepG2	ERRA	forskolin	wgEncodeAwgTfbsSydhHepg2ErraForsklnUniPk.narrowPeak	0,974446615992722	0,0444135006498442	0,000435141882625971
HepG2	GRp20	forskolin	wgEncodeAwgTfbsSydhHepg2Grp20ForsklnUniPk.narrowPeak	0,995746624098578	0,163364189486273	0,000320862196279757
HepG2	HNF4A	forskolin	wgEncodeAwgTfbsSydhHepg2Hnf4aForsklnUniPk.narrowPeak	0,965335470395154	0,215675793706304	0,00537993600337565
HepG2	HSF1	forskolin	wgEncodeAwgTfbsSydhHepg2Hsf1ForsklnUniPk.narrowPeak	0,938378267950356	0,0276789220870543	0,000531840078765076
HepG2	IRF3	None	wgEncodeAwgTfbsSydhHepg2Irf3IggrabUniPk.narrowPeak	0,962525789808289	0,350572994808103	0,000202187137381765
HepG2	JunD	None	wgEncodeAwgTfbsSydhHepg2JundIggrabUniPk.narrowPeak	0,971357555579596	0,456973743887353	0,0148124054994901
HepG2	MafF	None	wgEncodeAwgTfbsSydhHepg2Maffm8194IggrabUniPk.narrowPeak	0,97621060970687	0,517048001321107	0,0174012799324871
HepG2	MafK	None	wgEncodeAwgTfbsSydhHepg2Mafkab50322IggrabUniPk.narrowPeak	0,982220391641154	0,680653325008853	0,0258623720946587
HepG2	MafK	None	wgEncodeAwgTfbsSydhHepg2Mafksc477IggrabUniPk.narrowPeak	0,978928305666335	0,542522733303084	0,0163771581279229
HepG2	Max	None	wgEncodeAwgTfbsSydhHepg2MaxIggrabUniPk.narrowPeak	0,975374359681114	0,336904352968049	0,00585463623896762
HepG2	MAZ	None	wgEncodeAwgTfbsSydhHepg2Mazab85725IggrabUniPk.narrowPeak	0,975504400450475	0,375489750987969	0,00661064031787334
HepG2	Mxi1	None	wgEncodeAwgTfbsSydhHepg2Mxi1UniPk.narrowPeak	0,962458524275155	0,40876300998396	0,0118631105172474
HepG2	Nrf1	None	wgEncodeAwgTfbsSydhHepg2Nrf1IggrabUniPk.narrowPeak	0,993560085752333	0,363344814004229	0,000808748549527058
HepG2	p300	None	wgEncodeAwgTfbsSydhHepg2P300sc582IggrabUniPk.narrowPeak	0,947080432856876	0,113116303099693	0,00399539364956574
HepG2	PGC1A	forskolin	wgEncodeAwgTfbsSydhHepg2Pgc1aForsklnUniPk.narrowPeak	0,923869355769886	0,0179598724423317	0,000619747529800626
HepG2	Pol2	forskolin	wgEncodeAwgTfbsSydhHepg2Pol2ForsklnUniPk.narrowPeak	0,958010754602754	0,399925841590083	0,00965223812370337
HepG2	Pol2	None	wgEncodeAwgTfbsSydhHepg2Pol2IggrabUniPk.narrowPeak	0,940325898240264	0,401448885384558	0,0106148247125426
HepG2	Pol2(phosphoS2)	None	wgEncodeAwgTfbsSydhHepg2Pol2s2IggrabUniPk.narrowPeak	0,844868066678153	0,0753629299120665	0,00209219733464608
HepG2	Rad21	None	wgEncodeAwgTfbsSydhHepg2Rad21IggrabUniPk.narrowPeak	0,981928132493666	0,583599645583607	0,0148651499701115
HepG2	RFX5	None	wgEncodeAwgTfbsSydhHepg2Rfx5200401194IggrabUniPk.narrowPeak	0,897626983302001	0,235104444623719	0,00249657160940961
HepG2	SMC3	None	wgEncodeAwgTfbsSydhHepg2Smc3ab9263IggrabUniPk.narrowPeak	0,979767859946313	0,594601423530554	0,014025633812722
HepG2	SREBP1	NA	wgEncodeAwgTfbsSydhHepg2Srebp1InslnUniPk.narrowPeak	0,980876577368718	0,173353585613298	0,0012307043144977
HepG2	TBP	None	wgEncodeAwgTfbsSydhHepg2TbpIggrabUniPk.narrowPeak	0,950510122749443	0,340894920066616	0,00683919969056577
HepG2	TCF7L2	None	wgEncodeAwgTfbsSydhHepg2Tcf7l2UcdUniPk.narrowPeak	0,8994427734331	0,0452437232304965	0,00261964204085938
HepG2	TR4	None	wgEncodeAwgTfbsSydhHepg2Tr4UcdUniPk.narrowPeak	0,955447687578504	0,161939212057503	1,35E-03
HepG2	USF2	None	wgEncodeAwgTfbsSydhHepg2Usf2IggrabUniPk.narrowPeak	0,988657532638229	0,321737819248343	0,00264601427617005
HepG2	ZNF274	None	wgEncodeAwgTfbsSydhHepg2Znf274UcdUniPk.narrowPeak	0,581511777659728	3,08E-05	2,20E-05
HUVEC	c-Fos	None	wgEncodeAwgTfbsSydhHuvecCfosUcdUniPk.narrowPeak	0,943040763523675	0,435685116164357	0,0352420971201519
HUVEC	c-Jun	None	wgEncodeAwgTfbsSydhHuvecCjunUniPk.narrowPeak	0,954824284232255	0,331324608433159	0,0162628784415767
HUVEC	GATA2	None	wgEncodeAwgTfbsSydhHuvecGata2UcdUniPk.narrowPeak	0,903775128908918	0,260597631946921	0,0222757480924083
HUVEC	Max	None	wgEncodeAwgTfbsSydhHuvecMaxUniPk.narrowPeak	0,982212477472497	0,296947594410464	0,00383276486514997
HUVEC	Pol2	None	wgEncodeAwgTfbsSydhHuvecPol2UniPk.narrowPeak	0,919660131265794	0,286913874045291	0,00753366855374662
IMR90	CEBPB	None	wgEncodeAwgTfbsSydhImr90CebpbIggrabUniPk.narrowPeak	0,957708482716876	0,491807671862104	0,0332026442561272
IMR90	CTCF	None	wgEncodeAwgTfbsSydhImr90CtcfbIggrabUniPk.narrowPeak	0,98145177682287	0,652062967924801	0,0178847709131826
IMR90	MafK	None	wgEncodeAwgTfbsSydhImr90MafkIggrabUniPk.narrowPeak	0,969615656345906	0,477298299164004	0,0197967579732058
IMR90	Pol2	None	wgEncodeAwgTfbsSydhImr90Pol2IggrabUniPk.narrowPeak	0,927833154089061	0,381497691929089	0,0140607967931362
IMR90	Rad21	None	wgEncodeAwgTfbsSydhImr90Rad21IggrabUniPk.narrowPeak	0,972486882640434	0,541052201245074	0,0144651710678997
K562	ARID3A	None	wgEncodeAwgTfbsSydhK562Arid3asc8821IggrabUniPk.narrowPeak	0,934062531619916	0,10870137462098	0,00483490980695524
K562	ATF1	None	wgEncodeAwgTfbsSydhK562Atf106325UniPk.narrowPeak	0,96341858511539	0,25626594828422	0,00572717043496607
K562	ATF3	None	wgEncodeAwgTfbsSydhK562Atf3UniPk.narrowPeak	0,973900614281308	0,264789722138449	0,000553816941523964
K562	Bach1	None	wgEncodeAwgTfbsSydhK562Bach1sc14700IggrabUniPk.narrowPeak	0,950839028282005	0,182163920734214	0,00186363796195366
K562	BDP1	None	wgEncodeAwgTfbsSydhK562Bdp1UniPk.narrowPeak	0,962916157504647	0,0243852599797459	6,15E-05
K562	BHLHE40	None	wgEncodeAwgTfbsSydhK562Bhlhe40nb100IggrabUniPk.narrowPeak	0,947173927960349	0,252072647329878	0,0111466647913077
K562	BRF1	None	wgEncodeAwgTfbsSydhK562Brf1UniPk.narrowPeak	NA (No positive in Test region)	0	0
K562	BRF2	None	wgEncodeAwgTfbsSydhK562Brf2UniPk.narrowPeak	0,74819253029611	0,000979598088058861	0,000259326980554872
K562	Brg1	None	wgEncodeAwgTfbsSydhK562Brg1IggmusUniPk.narrowPeak	0,918584226449955	0,0479996278945514	0,00187682407960899
K562	CCNT2	None	wgEncodeAwgTfbsSydhK562Ccnt2UniPk.narrowPeak	0,965327054761791	0,460839353377898	0,0136652132634762
K562	CEBPB	None	wgEncodeAwgTfbsSydhK562CebpbIggrabUniPk.narrowPeak	0,960665533386473	0,361054157413627	0,0164123211083371
K562	c-Fos	None	wgEncodeAwgTfbsSydhK562CfosUniPk.narrowPeak	0,985619675611544	0,301054787032089	0,00268557262913605
K562	CHD2	None	wgEncodeAwgTfbsSydhK562Chd2ab68301IggrabUniPk.narrowPeak	0,964351433073707	0,250522253572696	0,00333169239424734
K562	c-Jun	IFNa30	wgEncodeAwgTfbsSydhK562CjunIfna30UniPk.narrowPeak	0,964481925651725	0,234823849748024	0,00362178698266465
K562	c-Jun	IFNa6h	wgEncodeAwgTfbsSydhK562CjunIfna6hUniPk.narrowPeak	0,97318722562495	0,208553010377319	0,00268117725658427
K562	c-Jun	IFNg30	wgEncodeAwgTfbsSydhK562CjunIfng30UniPk.narrowPeak	0,966103178906086	0,237108378841172	0,00465469953233236
K562	c-Jun	IFNg6h	wgEncodeAwgTfbsSydhK562CjunIfng6hUniPk.narrowPeak	0,970025495323895	0,240941103642116	0,00377562502197686
K562	c-Jun	None	wgEncodeAwgTfbsSydhK562CjunUniPk.narrowPeak	0,980988423964554	0,259787125973424	0,003318506276592
K562	c-Myc	IFNa30	wgEncodeAwgTfbsSydhK562CmycIfna30UniPk.narrowPeak	0,966540974623598	0,250987807110165	0,00447888463026126
K562	c-Myc	IFNa6h	wgEncodeAwgTfbsSydhK562CmycIfna6hUniPk.narrowPeak	0,959245505200521	0,26300331730313	0,00639966243538802
K562	c-Myc	IFNg30	wgEncodeAwgTfbsSydhK562CmycIfng30UniPk.narrowPeak	0,945047181381154	0,36892997463703	0,0184254017370512
K562	c-Myc	IFNg6h	wgEncodeAwgTfbsSydhK562CmycIfng6hUniPk.narrowPeak	0,944248372360647	0,307497884621431	0,0120960652624917
K562	c-Myc	None	wgEncodeAwgTfbsSydhK562CmycIggrabUniPk.narrowPeak	0,940281021695171	0,33475880718183	0,0149486620485952
K562	c-Myc	None	wgEncodeAwgTfbsSydhK562CmycUniPk.narrowPeak	0,978134789633917	0,198406643723507	0,00245261788389184
K562	COREST	None	wgEncodeAwgTfbsSydhK562Corestab24166IggrabUniPk.narrowPeak	0,90852965014853	0,0895445647047616	0,00341959984528289
K562	COREST	None	wgEncodeAwgTfbsSydhK562Corestsc30189IggrabUniPk.narrowPeak	0,91064406622804	0,224996852515372	0,0165178100495798
K562	CTCF	None	wgEncodeAwgTfbsSydhK562CtcfbIggrabUniPk.narrowPeak	0,981151975073275	0,569402311338551	0,020069271071416
K562	E2F4	None	wgEncodeAwgTfbsSydhK562E2f4UcdUniPk.narrowPeak	0,991070020005213	0,417313962427346	0,00388990470832308
K562	E2F6	None	wgEncodeAwgTfbsSydhK562E2f6UcdUniPk.narrowPeak	0,965098778448437	0,330059815089707	0,00915995639790429
K562	ELK1	None	wgEncodeAwgTfbsSydhK562Elk112771IggrabUniPk.narrowPeak	0,974589356704836	0,410909754036399	0,00159112486374345
K562	GATA1	None	wgEncodeAwgTfbsSydhK562Gata1UcdUniPk.narrowPeak	0,978051987588421	0,16823332012256	0,00205703435423187
K562	GATA2	None	wgEncodeAwgTfbsSydhK562Gata2UcdUniPk.narrowPeak	0,961217893271966	0,211815850836593	0,00508544604240655
K562	GTF2B	None	wgEncodeAwgTfbsSydhK562Gtf2bUniPk.narrowPeak	0,954309796016952	0,113896708353381	0,00118675058897992
K562	GTF2F1	None	wgEncodeAwgTfbsSydhK562Gtf2f1ab28179IggrabUniPk.narrowPeak	0,965064659716638	0,168165198514404	0,00149882204015612
K562	HMGN3	None	wgEncodeAwgTfbsSydhK562Hmgn3UniPk.narrowPeak	0,976333514644152	0,461811514709056	0,0105269172615071
K562	Ini1	None	wgEncodeAwgTfbsSydhK562Ini1IggmusUniPk.narrowPeak	0,901901387843651	0,033611088390912	0,00121312282429059
K562	IRF1	IFNa30	wgEncodeAwgTfbsSydhK562Irf1Ifna30UniPk.narrowPeak	0,951022563476135	0,038606670999636	0,000606561412145293
K562	IRF1	IFNa6h	wgEncodeAwgTfbsSydhK562Irf1Ifna6hUniPk.narrowPeak	0,958966786384563	0,183559871804796	0,00376243890432153
K562	IRF1	IFNg30	wgEncodeAwgTfbsSydhK562Irf1Ifng30UniPk.narrowPeak	0,948844348442707	0,229420540478876	0,00541070361123809
K562	IRF1	IFNg6h	wgEncodeAwgTfbsSydhK562Irf1Ifng6hUniPk.narrowPeak	0,98091290513443	0,549456114037049	0,00654910510214846
K562	JunD	None	wgEncodeAwgTfbsSydhK562JundIggrabUniPk.narrowPeak	0,947257026761087	0,343313262856194	0,0180869580505644
K562	KAP1	None	wgEncodeAwgTfbsSydhK562Kap1UcdUniPk.narrowPeak	0,925209971816795	0,157878502465182	0,00612714933717782
K562	MafF	None	wgEncodeAwgTfbsSydhK562MaffIggrabUniPk.narrowPeak	0,963101560758275	0,3685812439586	0,0114499454973804
K562	MafK	None	wgEncodeAwgTfbsSydhK562Mafkab50322IggrabUniPk.narrowPeak	0,965006154779712	0,343938755020286	0,00909402580962762
K562	Max	None	wgEncodeAwgTfbsSydhK562MaxIggrabUniPk.narrowPeak	0,948465970194954	0,360113843268695	0,016473856324062
